Company_Brand,Founded,HeadQuarter,Sector,What_it_does,Founders,Investor,Amount,Stage,Fund_Year,Category
Metamerphosys,2016,Pune,insurance technology,digital insurance platform for businesses,"Amit Naik, Kewal Vargante",Good Capital,0.0,Pre-Series A,2020,technology
Rooter,2016,Delhi,gaming,live sports engagement platform,"Piyush, Dipesh Agarwal","Paytm, Lead Sports, Rockstud Capital, Founder Bank Capital",1700000.0,Pre-Series A,2020,media and entertainment
Aker Foods,2019,Pune,foodtech logistics,ai driven supply chain platform,Suraj Saste,Mumbai Angels Network,0.0,Unknown,2020,technology
Sascan Meditech Pvt Ltd,2015,Kerala,healthtech,they are developing technology that can detect early cancerous cells,Dr Subhash Narayanan,Unicorn India Ventures,0.0,Unknown,2020,technology
Dailyhunt,2009,Unknown,media,news aggregator,Virendra Gupta,Lupa India,35600000.0,Unknown,2020,media and entertainment
Pratilipi,2014,Bangalore,media,a digital platform that connects readers and writers in various languages,"Ranjeet Pratap Singh, Sankaranarayanan Devarajan, Sahradayi Modi, Rahul Ranjan, Prashant Gupta",Tencent,9400000.0,Series C,2020,media and entertainment
Biryani By Kilo,2017,Delhi,food and beverages,online paltform to order biryani,Vishal Jindal,"Devanshu Dolat Desai, Anand M Khatau, Debasish Priyadarshi Purohit, Kaushik Shanghvi",790000.0,Series B,2020,food and beverages
Consure Medical,2017,Delhi,healthtech,"novel platform technologies to manage, diagnose, and treat various gi disorders","Nishith Chasmawala, Amit Sharma","Accel Partners, Jungle Ventures",480000.0,Unknown,2020,technology
Servify,2017,Mumbai,Other,it is a technology company which serves as a platform for brands to offer end-to-end solutions to their users,Sreevathsa Prabhakar,Barkawi,250000.0,Unknown,2020,Other
Tessol,2017,Mumbai,logistics,it provides end to end cold chain logistics solutions,Rajat Gupta,1Funds Domestic Scheme,160000.0,Series A,2020,mobility and transportation
Remedo,2017,Noida,healthtech,"it helps doctors engage with patients, improve patient experience",Harsh Bansal,Riverrock Ventures,0.0,Pre-Series A,2020,technology
News Reach,2018,Ahmedabad,media,"it is a platform that digitalises local newspaper publishers, reporters, stringers by aggregating their content",Darshan Shah,Mumbai Angels Network,0.0,Unknown,2020,media and entertainment
Roomsoom,2016,Noida,housing,it provides co-living and student rooms,"Nitin Agrawal, Garima Agrawal",Mumbai Angels Network,0.0,Unknown,2020,real estate
Pedagogy,2015,Unknown,education,it has a single subscription model that allows users to access books and digital courses.,"Archin Shah, Abhilash Sonwane, Ritesh Gandhi",Inflection Point Ventures,400000.0,Unknown,2020,education and training
Classplus,2008,Delhi,education,"it provides mobile-first software for coaching institutes, tuition centres and private tutors","Mukul Rustagi, Bhaswat Agarwal",Rtp Global,8200000.0,Series B,2020,education and training
Medlife,2014,Bangalore,pharmaceutical,it solves inadequacies in the healthcare delivery system through technology,"Tushar Kumar, Prashant Singh",Hero Fincorp,15500000.0,Unknown,2020,technology
Qin1,2017,Noida,education,it is alearning platform for kids in the age group 5 to 14 yrs,"Ishan Gupta, Aarti Gupta",Venture Catalysts,0.0,Unknown,2020,education and training
Mysun,2015,Delhi,technology,platform for rooftop solar energy solutions,"Gagan Vermani, Divyanshu Sachdev, Gyan Prakash Tiwari",Undisclosed,4257000.0,Pre-Series A,2020,technology
Shopx,2015,Bangalore,e-commerce,b2b retail operating system,"Amit Sharma, Apoorva Jois",Li And Fung,1410000.0,Unknown,2020,e-commerce
Sarva,2017,Unknown,yoga wellness,it drives a cultural change in making yoga-based wellness a part of modern lifestyle,Sarvesh Shashi,"Mantra Capital, Patni Family",0.0,Unknown,2020,beauty and wellness
Expertrons,2017,Mumbai,artificial intelligence,ai video bot platform for career hacks,"Vivek Gupta, Jatin Solanki","Nikhil Vora, Iceland Venture Studio, Letsventure, Samyakth Capital",0.0,Seed,2020,technology
Newsbytes,2017,Gurgaon,digital media,news portal,"Romesh Khaddar, Shikha Chaudhry, Sumedh Chaudhry",North Base Media,1500000.0,Series A,2020,technology
Wagonfly,2018,Bangalore,Other,contactless shopping and delivery experience by using radio frequency to tag retail items,Raghavendra Prasad,Investment Trust Of India,500000.0,Unknown,2020,Other
Nira,2018,Unknown,financial services,it offers access and credit to working indians,"Rohit Sen, Nupur Gupta",Angel Investors,2100000.0,Pre-Series A,2020,fintech
Convosight,2019,Hyderabad,data analytics,it helps business gain insights from its community on facebook groups,"Tarun Dhamija, Kartik Bansal","Ivycap Ventures, Sequoia Capital",4000000.0,Pre-Series A,2020,technology
Fittr,2017,Pune,fitness,fitness social network & consultation platform,Jitendra Chouksey,"Sequoia Capital Surge, Better Capital",2000000.0,Unknown,2020,technology
Asknbid,2018,Bangalore,investment tech,it builds algorithmic investing-based tech products,"Suresh Bavisetti, Paarth Dhar",Ravikanth Reddy & Mumbai Angel Network,0.0,Unknown,2020,technology
Bira91,2015,Bangalore,beverage,craft beer maker,Ankur Jain,"Sequoia Capital, Sofina",20000000.0,Series C,2020,food and beverages
Finaureus Technologies,2017,Pune,financial services,provides investment management solutions,"Arindam Ghosh, U R Bhatt",Pinetree Capital,0.0,Pre-Series A,2020,fintech
Daily Ninja,2014,Haryana,e-commerce,online milk delivery startup,Sagar Yarnalkar,Big Basket,349800.0,Unknown,2020,e-commerce
Guvi Geek Network Pvt Ltd,2014,Chennai,education,operates vernacular-language based education,"Sp Balamurugan, Arun Prakash, Sri Devi",Education Catalyst Fund,786000.0,Pre-Series A,2020,education and training
Loadshare,2017,Bangalore,logistics,provides technology based solutions to smes in logistics,"Raghuram Talluri, Tanmoy Karmakar, Rakib Ahmed",Cdc Group,2004000.0,Series B,2020,mobility and transportation
Vedantu,2017,Bangalore,education,onine learning platform,"Saurabh Saxena, Pulkit Jain, Anand Prakash, Vamsi Krishna",Kb Global Platform Firm,6800000.0,Series C,2020,education and training
Indusface,2004,Unknown,it,it provides it security solutions,"Venkatesh Sundar, Nandini Tandon",Tata Capital Growth Fund Ii,5000000.0,Unknown,2020,technology
Dmi Group,2008,Delhi,financial services,pan-india credit providing platform,"Shivashish Chatterjee, Yuvraja Singh",Nxc Corporation,123000000.0,Unknown,2020,fintech
Spintly,2017,Goa,iot,it is a wireless cloud-based access control system,"Rohin Parkar, Malcolm Dsouza",Saltwater Venture Sparks,248000.0,Pre-Series A,2020,technology
Credr,2014,Mumbai,automobile,a marketplace to buy and sell used bikes and scooters,Mittal,Stride Ventures,0.0,Unknown,2020,technology
Bijak,2017,Gurgaon,agritech,"it is a platform that gives agricultural commodity at better prices, increased working capital, and optimised logistics","Nukul Upadhye, Mahesh Jakhotia, Jitender Bedwal, Daya Rai, Nikhil Tripathi",Rtp Global,12000000.0,Series A,2020,technology
Bugworks,2014,Bangalore,biopharma,a drug discovery company that aims to discover novel treatment options for resistant bacterial infections,Anand Anandkumar,"University Of Tokyo Edge Capital, Global Brain Corporation",7500000.0,Unknown,2020,technology
Drinkprime,2017,Bangalore,Other,water purifier subscription service,"Manas Ranjan Hota, Vijender Reddy","Abhishek Goyal, Bharat Jaisinghani, Firstcheque",0.0,Seed,2020,Other
Yap,2017,Chennai,financial services,banking and payment products-focused api platform,"Madhusudanan R, Muthukumar And Prabhu",Beenext,4500000.0,Series A,2020,fintech
Uzhavarbumi,2017,Tamil Nadu,dairy,provides fresh dairy products,"Vetrivel Palani, Paneerselvam",Angel Network,0.0,Unknown,2020,technology
Tattva,2018,Delhi,beauty wellness,sells its organic and beauty products via marketplace,"Megha Wadhwa, Karnesh Mahendru","Sukhbir Singh, Rakhee Singal",150000.0,Unknown,2020,beauty and wellness
Pariksha,2015,Pune,education,platform for vernacular test-preparation,"Karanvir Singh, Utkarsh Bagri, Vikram Shekhawat, Deepak Choudhary","Insead Angels, Iit Kanpur Angels, Sixth Sense Ventures, Saahil Bhatia",0.0,Pre-Series A,2020,education and training
Dailyhunt,2017,Unknown,media,news aggregator,Virendra Gupta,"Bytedance, Falcon Edge, Goldman Sachs, Advent Management",24000000.0,Unknown,2020,media and entertainment
Nobroker,2014,Bangalore,property,online real estate rental startup,"Amit Kumar Agarwal, Akhil Gupta, Saurabh Garg",General Atlantic,30000000.0,Unknown,2020,real estate
Box8,2011,Mumbai,foodtech,enables to order food online,"Amit Raj, Anshul Gupta","Iifl Seed Ventures Fund, Menlo Park",4000000.0,Unknown,2020,technology
Capital Float,2013,Bangalore,financial services,online platform that provides working capital finance to smes,"Gaurav Hinduja, Sashank Rishyasringa","Ribbit Capital, Saif Partners, Sequoia Capital India, Amazon",15000000.0,Unknown,2020,fintech
Itilite,2017,Bangalore,travel,platform for business travel,"Mayank Kukreja, Anish Khadiya","Greenoaks Capital, Vy Capital. Matrix Partners India",13000000.0,Series B,2020,travel
Morning Context,2017,Unknown,digital media,a subscription-only digital media publisher,Unknown,Angel Investors,0.0,Seed,2020,technology
Aavenir,2019,Ahmedabad,software as a service,source-to-pay software,Ashish Bhandari,Accel,2000000.0,Seed,2020,technology
Savvy Co Op,2017,Unknown,healthcare,it connects patients with healthcare companies,Jen Horonjeff,Indie Vc,0.0,Unknown,2020,technology
Blive,2018,Unknown,tourism ev,"it offers experiential, guided tours on smart electric bikes","Samarth Kholkar, Sandeep Mukherjee",Mumbai Angels Network,0.0,Pre-Series A,2020,travel
Yellow Messenger,2017,Bangalore,artificial intelligence,it offers conversational chatbots,Raghavendra Kumar Ravinutala,"Lightspeed Venture Partners, Lightspeed India Partners.",20000000.0,Series B,2020,technology
Toch,2017,Unknown,media tech,ai based video object detection and tagging platform,"Vinayak Shrivastav, Saket Dandotia, Alok Patil",Inflection Point Ventures,400000.0,Unknown,2020,technology
Ewar,2017,Bangalore,gaming,e-sports and real-time gaming startup,"Parth Chadha, Rahul Singh","Jindal Steels, Jeet Banerjee",200000.0,Unknown,2020,media and entertainment
Setu,2017,Unknown,financial services,"offers open apis across four categories: bills, savings, credit, and payments.","Sahil Kini, Nikhil Kumar","Lightspeed Venture, Falcon Edge, Bharat Inclusive Technologies Seed Fund.",14259000.0,Series A,2020,fintech
Wellthy Therapeutics,2017,Bangalore,healthtech,it offers a digital therapeutics service,Abhishek Shah,Saama Capital,4000000.0,Pre-Series A,2020,technology
Power Gummies,2018,Delhi,health,offers health supplements related gummies,Divij Bajaj,Venture Catalysts,0.0,Unknown,2020,healthcare
Locale Ai,2019,Bangalore,location analytics,it helps companies with moving assets  increase revenues and demand using real time location data and analytics,"Rishabh Jain, Aditi Sinha",Better Capital,0.0,Unknown,2020,technology
Fareye,2017,Delhi,logistics,"it enables businesses to execute, track, predict and oprimize the movements of goods","Gaurav Srivastava, Gautam Kumar, Kushal Nahata","M12, Honeywell Venture Capital, Eight Roads Venture",24500000.0,Series D,2020,mobility and transportation
Rebel Foods,2017,Unknown,food tech,it runs internet kitchen,"Jaydeep Barman, Kallol Bannerjee",Coatue Management,50000000.0,Unknown,2020,technology
Bankbazaar,2008,Chennai,financial services,online marketplace that gives customers instant customised offers on loans and credit cards,"Adhil Shetty, Arjun Shetty, Rati Shetty,","Amazon, Sequoia, Walden Skt Venture Fund",3800000.0,Series D,2020,fintech
Porter,2014,Mumbai,logistics,logistics and fleet management,"Pranav Goel, Uttam Digga",Lightstone Global Funds,18370000.0,Series D,2020,mobility and transportation
Sugarbox,2017,Mumbai,technology,hyperlocal data distribution platform,Rohit Paranjpe,Zee Entertainment Enterprises Limited,68525000.0,Unknown,2020,technology
Capital Float,2013,Bangalore,financial services,online platform that provides working capital finance to smes,"Gaurav Hinduja, Sashank Rishyasringa","Amazon Inc`, Dinesh J Hinduja",4800000.0,Series F,2020,fintech
Big Basket,2017,Bangalore,e store,online grocery store,"Abhinay Choudhari, Hari Menon, Vipul Parekh, Vs Sudhakar",Alibaba Holdings,60000000.0,Unknown,2020,e-commerce
Amica,2017,Unknown,financial services,neobanking startup,Jitendra Gupta,"Hummingbird Ventures, Bedrock Capital",2000000.0,Unknown,2020,fintech
Vedantu,2017,Bangalore,education,onine learning platform,"Saurabh Saxena, Pulkit Jain, Anand Prakash, Vamsi Krishna",Legend Capital,12500000.0,Series C,2020,education and training
Fingerlix,2016,Unknown,food and beverages,"it provides ready-to-cook products such as batters, mixes, curries, dals, parathas etc.,","Shrikrishna Bharambe, Shripad Nadkarni, Varun Khanna, Abhijit Berde","Accel, Zephyr Peacock, Swiggy, Rb Investments.",1834000.0,Unknown,2020,food and beverages
Plop,2017,Mumbai,technology,it provides an interactive fiction entertainment platform to entertain & educate gen z & millennials in a language they understand,"Vineet Shetty, Anushka Shetty","Better Capital, Letsventure, Rohit Chanana, Jayant Kadambi, Sunil Kumar Singhvi",0.0,Pre-Seed,2020,technology
Zupee,2018,Unknown,gaming,it runs live quiz tournaments on its app.,"Malhi, Siddhant Saurabh",Matrix Partners,8000000.0,Series A,2020,media and entertainment
Dehaat,2012,Unknown,agritech,online marketplace for farming services and products,Shashank Kumar,Sequoia Capital India,12000000.0,Series A,2020,technology
Lido Learning,2017,Mumbai,education,online teaching service,Sahil Sheth,Bace Capital,7500000.0,Series B,2020,education and training
Aye Finance,2014,Gurgaon,financial services,a finance lender to smes,"Vikram Jetley, Sanjay Sharma",Undisclosed,23850000.0,Unknown,2020,fintech
Swiggy,2014,Bangalore,foodtech,platform to order food online from restaurants and getting it delievered,"Nandan Reddy, Sriharsha Majety, Rahul Jaimini","Tencent, Ark Impact, Korea Investment Partners, Samsung Ventures, Mirae Asset Capital Markets",43000000.0,Series A,2020,technology
Akna Medical,2018,Unknown,healthtech,provides supply solutions for surgical and pharmaceutical products.,"Saurabh Pandey, Mahadevan Narayanamoni",Lgt Lightstone Aspada,7000000.0,Unknown,2020,technology
Zomato,2017,Gurgaon,foodtech,online food delivery and restaurant discovery platform,Deepinder Goyal,Pacific Horizon,5000000.0,Unknown,2020,technology
Rara Delivery,2017,Unknown,logistics,provides same day delivery service for ecommerce businesses,Karan Bhardwaj,"Der Shing Lim, 500 Startups",800000.0,Seed,2020,mobility and transportation
Juspay,2017,Bangalore,financial services,online payment solutions,Vimal Kumar,Vostok Emerging Finance,21600000.0,Series B,2020,fintech
Obviously Ai,2018,Unknown,data science,it provides predictive insights to clients by leveraging their data,"Tapojit Debnath, Nirman Dave",Arka Venture Labs,0.0,Unknown,2020,technology
Fingpay,2016,Mumbai,financial services,provides payment solutions,"Pratyush Halen, Anuraag Agrawal",Ivycap Ventures,3500000.0,Series A,2020,fintech
Recko,2017,Bangalore,software as a service,the platform enables ai-powered reconciliation of digital transactions,"Prashant Border, Saurya Prakash Sinha",Vertex Ventures,6000000.0,Series A,2020,technology
Furlenco,2012,Bangalore,e-commerce,furniture rental startup,Ajith Mohan Karimpana,"Chowdry Associates, Lightbox",10000000.0,Unknown,2020,e-commerce
Mera Cashier,2019,Noida,financial services,app meant for small and micro businessmen to manage their transactions digitally,"Suneel Kumar, Gaurav Tomar, Sucharita Redd","Sukhbir Singh, India Accelerator, Boudhik Ventures, Shankar Nath, Shaurya Garg",150000.0,Unknown,2020,fintech
Kitchens Centre,2019,Delhi,Other,offers solutions to cloud kitchens by providing commercial space and kitchen infrastructure to assisting with branding and other services,Lakshay Jain,Angellist India,500000.0,Seed,2020,Other
Camp K12,2017,Gurgaon,education,it connects students with tutors online,"Anshul Bhagi, Sandeep Bhagi","Matrix Partners, Saif Partners",4000000.0,Seed,2020,education and training
Medgenome,2013,Bangalore,healthtech,genetic diagnostic testing company,Sam Santhosh,Leapfrog Investments,55000000.0,Series D,2020,technology
Ergos,2017,Bangalore,agritech,it enables farmers to digitise their foodgrain and also provide access to supply chain solutions,"Kishor Jha, Praveen Kumar",Aavishkar Capital,4598000.0,Unknown,2020,technology
Nykaa,2012,Mumbai,e-commerce,deals in cosmetic and wellness products,Falguni Nayar,Steadview Capital,13137000.0,Unknown,2020,e-commerce
Samadhan,2018,Delhi,insurance,they help find solutions to insurance related issues,"Deepak Bhuvneshwari Uniyal, Shilpa Arora, Shailesh Kumar, Sanjay Aggarwal",Venture Catalysts,0.0,Seed,2020,financial services
Sascan,2017,Bangalore,healthcare,cancer diagnostics startup,Subhash Narayanan,Unicorn India Ventures,0.0,Unknown,2020,technology
Lido Learning,2017,Mumbai,education,online teaching service,Sahil Sheth,"Pecus Capital, Madhur Deora",3000000.0,Unknown,2020,education and training
Curefit,2016,Bangalore,health and fitness,"integrated platform for food, fitness and meditation.","Mukesh Bansal, Ankit Nagori",Temasek,115000000.0,Series D,2020,technology
Nimesa,2018,Bangalore,software as a service,cloud data managemnt solutions enterprise,"Tapesh Goyal, Rajesh Vaidhyanathan",Ideaspring Capital,0.0,Unknown,2020,technology
Design X,2017,Noida,iot,builds iot based products,Preet Arjun Singh,Thinknext Llc,200000.0,Seed,2020,technology
Driftly Electric,2017,Bangalore,automobile,electric vehicle startup,Sneha Roy,Mg Motor India,0.0,Unknown,2020,technology
Imstrong,2019,Bangalore,fitness,it is an online and live video-streaming platform that allows trainers and fitness enthusiasts to connect and engage in interactive online classes.,"Dilip Kumar, Selvan Thamarai, Deepti Nair",Rainmatter,400000.0,Seed,2020,technology
Craftsvilla,2017,Mumbai,marketplace,online marketplace for ethnic wear,Monica Gupta. Manoj Gupta,Supera Investments,3900000.0,Unknown,2020,technology
Rupifi,2020,Bangalore,financial services,offers financial products for smes,"Anubhav Jain, Ankit Singh, Jawaid Iqbal","Ashneer Grover, Kunal Shah, Ramakant Sharma",0.0,Pre-Seed,2020,fintech
Snackamor,2017,Mumbai,food and beverages,it offers various healthy snacks,Deepak Grover,Undisclosed,0.0,Seed,2020,food and beverages
Zealthy,2019,Bangalore,healthtech,"it connects women to healthproviders for specialities like infertility, maternity etc.,","Rishi Malhotra, Akhil Gupta","Kyt Ventures, First Cheque, Angellist",0.0,Seed,2020,technology
Coindcx,2017,Unknown,financial services,a cryptocurrency trading platform,Sumit Gupta,"Polychain Capital, Bain Capital Ventures, Hdr Group",3000000.0,Series A,2020,fintech
Nunu Tv,2017,Unknown,media,kids-focussed youtube channel,Unknown,Risers Accelerators,670000.0,Unknown,2020,media and entertainment
Qtalk,2017,Bangalore,technology,smart phone dialer,"Sagar Modi, Advaith Vishwanath","Accel India, Lightspeed Venture Partners",1600000.0,Seed,2020,technology
Shadez,2018,Mumbai,interior decor,paint company,"Adarsh Anand, Amit Tiwari",Inflection Point Ventures,100000.0,Seed,2020,real estate
Excess2Sell,2017,Mumbai,e-commerce,b2b marketplace for overstock & surplus inventory,Rajan Sharma,Gautham Madhavan,1000000.0,Unknown,2020,e-commerce
Stanplus,2016,Hyderabad,healthtech,ambulance service,Prabhdeep Singh,Pegasus Fininvest,1500000.0,Pre-Series A,2020,technology
Pitstop,2017,Bangalore,automobile,doorstep car service,Mihir Mohan Mishra,Tpg-Backed Group Landmark,2500000.0,Series A,2020,technology
Univariety,2015,Hyderabad,education,online marketplace that provides career counselling and college guidance,Jaideep Gupta,Info Edge,1100000.0,Unknown,2020,education and training
Peel Works,2010,Mumbai,software as a service,e-commerce for corner/retail stores.,"Sachin Chhabra, Nidhi Ramachandran",Cesc Ventures,0.0,Series C,2020,technology
Corestack,2016,Chennai,technology,enterprise cloud governance technology startup,"Ezhilarasan Natarajan, Sabapathy Arumugam, Krishnakumar Narayanan, Thiruvalluvar Nb",Naya Ventures,8500000.0,Series A,2020,technology
Vivriti Capital,2017,Chennai,financial services,digital lending startup,"Gaurav Kumar, Vineet Sukumar",Lgt Lightstone Aspada,50000000.0,Series B,2020,fintech
Agnikul,2017,Chennai,spacetech,"it designs, fabricates, tests and launch orbital class launch vehicles",Srinath Ravichandran,Pi Ventures,3148000.0,Pre-Series A,2020,technology
Fintso,2020,Unknown,financial services,wealth management platform,"George Mitra, Rajan Pathak","Rajeev Juneja, Pratul Shroff, Dilip Khandelwal, Piyush Gupta",2600000.0,Unknown,2020,fintech
Khatabook,2017,Bangalore,financial services,it helps smes to maintain their accounts and ledger online.,Ravish Naresh,Mahendra Singh Dhoni,0.0,Unknown,2020,fintech
Smart Coin,2015,Unknown,financial services,consumer lending startup,"Amit Chandel, Rohit Garg, Vinay Kumar, Jayant Upadhyay",Lgt Lightstoneaspada,7000000.0,Series A,2020,fintech
Zunroof,2016,Gurgaon,cleantech,"it specialises in solar rooftop design, installation, and management using technology","Pranesh Chaudhary, Sushant Sachan",Godrej Investments,3000000.0,Series A,2020,technology
Shop101,2015,Unknown,e-commerce,enables entrepreneurs to sell online,"Abhinav Jain, Aditya Gupta","Stellaris Venture Partners, Unilever Ventures, Kalaari Capital, Vy Capital",3900000.0,Series C,2020,e-commerce
Om Bhakti,2017,Bangalore,fmcg,a puja cotton-wicks manufacturing startup,"Sridhar Joshi, Prashant Kulkarni",Venture Catalysts,0.0,Seed,2020,media and entertainment
Lal10,2016,Uttar Pradesh,b2b,it helps indian artisans and smes reach out to global retailers,"Maneet Gohil, Sanchit Govil, Albin Jose",Sorenson Impact,1100000.0,Unknown,2020,business services
Anaxee Digital Runner,2016,Indore,technology,a tech-enabled id verification and data collection startup,"Govind Agrawal, Arti Agrawal",Orios Venture Partners,0.0,Unknown,2020,technology
Collegekhabri,2019,Bhopal,education,platform is an end-to-end college and career counselling platform for students,Arshi Khan,Vishal Dixit,0.0,Unknown,2020,education and training
Ola Electric,2017,Bangalore,emobility,electric vehicle,"Ankit Jain, Anand Shah",Pawan Munjal Family Trust Fund,1000000.0,Unknown,2020,technology
Multi Living,2017,Mumbai,property,"it curates apartments from the homeowners, performs the quality check and offers the homes with built-in services to the potential tenants",Pankaj Singh,Lodha Ventures,6000000.0,Unknown,2020,real estate
Fampay,2017,Bangalore,financial services,"it allows parents to send money to their kids below the age of 18, which they can spend securely under parent supervision.",Kush Taneja,"Y Combinator, Venture Highway, Sequoia India, Global Founders Capital",4700000.0,Seed,2020,fintech
Unboxrobotics Labs,2017,Bangalore,automation tech,automated flexible parcel sorting solutions for logistics providers,Pramod Ghadge,"Arali Ventures, Ciie.Co",500000.0,Seed,2020,technology
Karbon Card,2017,Bangalore,financial services,specialisde corporate cards for startups,"Pei-Fu Hsieh, Amit Jangir","Kunal Shah, Amrish Rau, Jitendra Gupta",2000000.0,Seed,2020,fintech
Airmeet,2017,Bangalore,media networking,"a platform to host, discover, and attend fully remote events like conferences and professional meet-ups","Lalit Mangal, Vinay Jaasti, Manoj Singh",Accel India,3000000.0,Unknown,2020,technology
Innerchef,2017,Gurgaon,foodtech,cloud kitchen platform,Rajesh,Mistletoe,1000000.0,Unknown,2020,technology
Epigamia,2015,Mumbai,fmcg,flavoured and greek yoghurt brand,Rohan Mirchandani,Ka Enterprise,0.0,Series C,2020,media and entertainment
Stylenook,2017,Mumbai,e-commerce,marketplace for fashionable apparel,Lathika Pai,"Lead Angels Network, Stanford Angels",0.0,Unknown,2020,e-commerce
Callido Learning,2017,Mumbai,education,provides a structured educational approach to critical thinking and problem solving skills,Sriram Subramanian,Education Catalyst Fund,0.0,Unknown,2020,education and training
Soxytoes,2017,Delhi,e-commerce,online store to buy various types of socks including funky and colorful socks,"Vidushi Kajaria, Aayush Goenka",Angel Network,0.0,Unknown,2020,e-commerce
F5,2018,Delhi,emarket,retail aggregator,"Raghav Arora, Lalit Kumar Aggarwal",Letsventure Investors,0.0,Seed,2020,technology
Paper Boat,2013,Bangalore,food beverages,ecommerce platform for beverages and snacks,"Neeraj Kakkar, James Nutall, Suhas Misra, Neeraj Biyani","Advent Management, A91 Emerging Fund, Trifecta Venture",4049500.0,Unknown,2020,food and beverages
Strata,2019,Bangalore,proptech,real estate investment platform,"Sudarshan Lodha, Priyanka Rathore","Saif Partners, Mayfield India",1500000.0,Seed,2020,technology
Salesken,2017,Bangalore,ai data science,provides sales professionals with intelligence on various aspects of the sales pitch,"Sreeraman Vaidyanathan, Surga Thilakan",Sequoia India,8000000.0,Series A,2020,technology
Arya,2017,Noida,agritech,provides post-harvest services across the agricultural value chain,Prasanna Rao,Lgt Lightstone Aspada,6000000.0,Series B,2020,technology
Leap Finance,2017,Bangalore,financial services,provides education loans to students based on the student’s future income,"Vaibhav Singh, Arnav Kumar",Sequoia India,5500000.0,Unknown,2020,fintech
Sleepy Owl,2016,Delhi,beverages,"it sells ready to drink cold brew coffees, brew boxes and packs.","Ajai Thandi, Arman Sood, Ashwajeet Singh",Rukam Capital,0.0,Unknown,2020,food and beverages
Tricog,2015,Bangalore,healthtech,provides virtual cardiology services through its ai-powered healthcare platforms,"Charit Bhograj, Zainul Charbiwala, Udayan Dasgupta, Abhinav Gujjar","Utec-The University Of Tokyo Edge Capital, Aflac Ventures, Llc, Dream Incubator, Teamfund",10500000.0,Series B,2020,technology
Gogobus,2017,Delhi,travel,inter-city mobility startup,Amit Gupta,Ixigo,0.0,Unknown,2020,travel
Trell,2016,Bangalore,e-commerce,allows users to share their travel experiences,"Pulkit Agrawal, Prashant Sachan, Arun Lodhi, Bimal Kartheek Rebba, Nirav Sheth","Sequoia’S Surge, Fosun Rz",4000000.0,Pre-Series A,2020,e-commerce
Spaciya Consultants,2017,Noida,property,real estate consultancy firms,Ajit Panda,Alok Garg,500000.0,Pre-Series A,2020,real estate
Bounce,2014,Bangalore,automotive and rentals,offers a variety of bikes and scooters that can be rented on a subscription basis,"Vivekananda Hallekere, Anil Giri Raju, Arun Agni",Innoven Capital,6500000.0,Unknown,2020,mobility and transportation
Neeman,2017,Unknown,e-commerce,an eco-conscious footwear brand making comfortable shoes using merino wool,"Taran Chhabra, Amar Preet Singh",Anicut Angel Fund,1000000.0,Pre-Series A,2020,e-commerce
Chqbook,2017,Gurgaon,financial services,"marketplace for small business owners, offering them products around lending, credit cards etc","Vipul Sharma, Rajat Kumar, Sachin Arora, Mohit Goel",Aavishkaar Capital,5000000.0,Series A,2020,fintech
Smecorner,2014,Mumbai,financial services,financial lending firm to smes,"Bhatia, Sneha Shah",Paragon Partners,30000000.0,Series B,2020,fintech
Oda Class,2017,Bangalore,education,"it offers content and material via video, adopting a dual-teacher model with iit and nit alumni","Li Yong, Shushant Srivastava",Yuanfudao,0.0,Pre-Series A,2020,education and training
Spinny,2015,Haryana,etail,used car retailing platform,"Niraj Singh, Mohit Gupta, Ramanshu Mahuar","Nandan Nilekani, Sanjeev Aggarwal",43700000.0,Series B,2020,technology
Gostops,2012,Delhi,accommodation,a premium chain of youth hostels catering to the millennials,"Pallavi Agarwal, Pankaj Parwanda",Atraxn Partners.,0.0,Unknown,2020,real estate
Umeed Housing,2017,Haryana,financial services,housing finance company,Ashutosh Sharma,Morgan Stanley Private Equity Asia,23000000.0,Series D,2020,fintech
Vogo,2016,Bangalore,automotive,a scooter-sharing platform allowing users to rent a two-wheeler from specific designated pick up points,"Anand Ayyadurai, Padmanabhan Balakrishnan, Sanchit Mittal",Lightstone Aspada,20000000.0,Series C,2020,mobility and transportation
Flick Stree,2017,Mumbai,ai media,artificial intelligence-based video publishing network,Saurabh Singh,Samsung Venture Investment,3000000.0,Series A,2020,technology
Qure Ai,2016,Mumbai,healthtech,provides interpretations of radiology scans,"Prashant Warier, Pooja Rao",Sequoia India,16000000.0,Unknown,2020,technology
Minionlabs,2017,Bangalore,machine learning,it leverages a machine learning-based approach to generate a comprehensive report on predictive analytics,Gokul Shrinivas,Indian Angel Network,0.0,Unknown,2020,technology
Josh Talks,2015,Haryana,media,community of young individuals providing a platform to showcase their stories,"Supriya Paul, Shobhit Banga",Media Development Investment Fund,1500000.0,Pre-Series A,2020,media and entertainment
Phoneparloan,2015,Delhi,financial services,provides easy loans,Ringaile Noq,Accelerator Mox,0.0,Unknown,2020,fintech
Railyatri,2011,Noida,travel,a complete indian railways app,"Manish Rathi, Kapil Raizada, Sachin Saxena","Nandan Nilekani, Samsung Venture Investment Corporation",13800000.0,Unknown,2020,travel
